4.1841,1.8866,-0.0006,0.1134,1
3.4615,-1.8476,-0.5836,9.4490,0
3.5415,-2.5899,-0.8836,11.3047,0
4.3460,3.1176,2.8076,-2.9640,3
3.7157,2.5237,1.0695,-1.4792,2
3.6529,1.8044,1.2175,0.3189,2
3.6901,2.2716,1.1970,-0.8489,2
3.6751,0.0481,-0.2833,4.7097,1
4.0233,5.1151,2.3620,-7.9578,3
3.6048,1.7587,1.1412,0.4332,2
3.5563,1.5495,1.0752,0.9562,2
3.8483,-1.1177,0.2136,7.6243,1
4.1321,-2.6281,-1.8851,11.4002,0
4.1110,0.8459,0.3730,2.7153,1
4.0650,-3.9380,-2.0250,14.6749,0
3.5669,-1.3987,-0.8342,8.3268,0
3.9543,4.1720,2.0335,-5.6000,3
4.3568,-3.7525,-1.7335,14.2112,0
3.6590,2.5915,1.2183,-1.6487,2
3.5696,3.6850,2.8805,-4.3826,3
3.8532,1.3798,0.8560,1.3805,1
3.6759,2.3636,1.2411,-1.0789,2
4.0439,5.3141,1.8643,-8.4553,3
3.4748,-1.8546,-0.9488,9.4664,0
3.8515,-0.8827,0.8412,7.0368,1
3.5759,-1.6293,-0.5835,8.9032,0
3.6309,2.3325,0.9610,-1.0012,2
3.6154,2.0782,0.9702,-0.3654,2
3.6543,2.2475,1.0214,-0.7887,2
3.8946,3.5562,1.6974,-4.0606,3
4.4212,-2.0005,-1.8304,9.8311,0
3.5485,1.9647,1.1605,-0.0817,2
3.6654,1.3556,-0.2914,1.4410,1
4.3097,4.1993,2.3004,-5.6683,3
3.5457,-3.0665,-0.8987,12.4963,0
3.6427,2.4397,1.4483,-1.2692,2
3.5771,5.2085,1.7733,-8.1912,3
3.7794,5.0642,2.2196,-7.8306,3
4.2798,1.1654,-0.3768,1.9164,1
3.9727,1.7843,0.7173,0.3692,1
3.6772,4.1884,2.3941,-5.6410,3
3.6803,2.3373,1.4302,-1.0132,2
4.1969,2.9551,1.5718,-2.5577,3
3.6897,2.3588,1.4655,-1.0669,2
3.5741,-3.3475,-0.7367,13.1988,0
3.5496,0.2818,-0.2913,4.1256,1
3.7009,2.5189,1.3891,-1.4672,2
3.7156,2.0454,1.2121,-0.2834,2
3.7177,-0.9838,0.1600,7.2895,1
3.7213,3.2598,2.8465,-3.3195,3
4.4170,-3.4582,-2.0874,13.4754,0
3.9167,-1.0182,0.2834,7.3755,1
3.5372,-2.9588,-0.8879,12.2270,0
3.7037,2.2922,1.1178,-0.9006,2
3.7879,3.4078,2.4374,-3.6894,3
3.8295,3.2130,2.6676,-3.2026,3
3.5508,2.0112,1.2852,-0.1980,2
3.4302,-2.2318,-0.6804,10.4094,0
3.8703,-0.4346,-0.3536,5.9164,1
3.8673,3.4909,2.1628,-3.8972,3
4.1427,3.1895,2.6261,-3.1438,3
3.5294,-2.8918,-0.7291,12.0594,0
4.0446,3.5876,2.0660,-4.1391,3
3.6660,1.7185,1.3870,0.5337,2
3.5625,4.3184,1.8592,-5.9659,3
3.8090,3.9897,2.1192,-5.1443,3
4.2543,4.1370,2.5175,-5.5124,3
3.6589,2.3836,1.0974,-1.1291,2
3.6188,1.5999,1.2342,0.8301,2
3.7237,2.0634,1.1184,-0.3285,2
3.5760,2.5791,0.9237,-1.6178,2
4.0642,-0.3742,-0.1584,5.7656,1
3.7835,3.3140,1.8285,-3.4551,3
3.4612,-3.6062,-0.5980,13.8455,0
3.4979,-1.3801,-0.4619,8.2804,0
3.7078,2.0587,1.4034,-0.3168,2
4.2473,0.0275,0.8306,4.7611,1
4.0567,4.7723,2.9657,-7.1007,3
4.1429,4.4139,2.5991,-6.2047,3
3.5537,-1.6548,-0.8318,8.9670,0
3.5768,-3.8555,-0.8087,14.4688,0
3.8824,-0.3730,0.2202,5.7624,1
3.6953,5.3056,1.7189,-8.4339,3
3.4122,-3.3598,-0.6586,13.2295,0
4.2894,-0.8268,0.0590,6.8970,1
4.3540,-3.0135,-1.9398,12.3637,0
4.0121,0.6776,-0.2855,3.1360,1
4.1502,1.7601,-0.1708,0.4297,1
4.3039,3.9126,2.9231,-4.9515,3
3.5912,1.5009,1.4904,1.0778,2
3.7233,2.2317,1.0571,-0.7493,2
3.5559,3.5183,2.7203,-3.9657,3
4.0344,-1.0104,0.8855,7.3559,1
4.3364,5.2409,2.0681,-8.2722,3
3.9050,3.7095,2.1142,-4.4437,3
3.5444,2.1078,1.3456,-0.4395,2
3.5629,2.2018,0.9454,-0.6744,2
3.5173,-3.5085,-0.4655,13.6014,0
3.7161,3.4836,2.0539,-3.8790,3
4.2333,5.1220,1.6264,-7.9750,3
4.0656,1.3029,0.8492,1.5727,1
3.7256,-0.2326,0.8257,5.4116,1
4.4763,-2.8025,-1.8132,11.8363,0
3.4562,-3.4291,-0.5869,13.4027,0
3.6544,1.7828,0.9093,0.3730,2
3.7704,1.7356,0.5739,0.4911,1
4.2549,4.6137,2.9417,-6.7042,3
4.2896,-0.4372,-0.0464,5.9230,1
3.7347,-0.6007,-0.2888,6.3318,1
3.5707,1.5343,1.3324,0.9944,2
4.3538,3.7820,1.9320,-4.6250,3
3.7797,5.1824,1.7312,-8.1261,3
3.6360,4.4109,1.6186,-6.1972,3
3.4651,-3.6254,-0.9604,13.8934,0
3.5574,0.1132,-0.0770,4.5470,1
3.5678,1.5666,1.5137,0.9136,2
4.2612,0.5180,0.1903,3.5349,1
4.3748,-3.7877,-1.9422,14.2993,0
3.4441,-2.0399,-0.5591,9.9298,0
4.2202,1.5705,0.6492,0.9038,1
3.8823,1.1653,-0.0880,1.9169,1
4.1113,5.3952,1.6442,-8.6580,3
4.2427,1.5938,0.7271,0.8455,1
3.6599,1.7998,1.2377,0.3304,2
4.1512,-0.4400,0.6273,5.9300,1
3.5362,-3.4881,-0.8913,13.5502,0
3.4046,-2.4089,-0.4330,10.8523,0
3.5452,2.2778,1.3670,-0.8645,2
4.2276,3.3940,2.7231,-3.6551,3
3.5006,-2.2465,-0.8934,10.4462,0
3.4634,-1.7417,-0.8826,9.1844,0
3.8202,1.7412,-0.2083,0.4771,1
4.2438,0.6023,0.2572,3.3243,1
3.9071,-0.1905,0.1047,5.3063,1
3.6440,1.9278,1.2540,0.0106,2
3.6497,1.4921,1.1281,1.0997,2
3.6505,5.1609,2.3365,-8.0722,3
3.4709,-2.1601,-0.4449,10.2303,0
3.6948,2.3734,1.1537,-1.1034,2
4.3550,3.8010,2.2702,-4.6725,3
4.1775,-0.3295,0.7685,5.6536,1
3.6975,-0.3518,0.0825,5.7096,1
3.5471,1.9292,0.9531,0.0070,2
3.6820,1.6542,1.3994,0.6946,2
4.0402,-3.0832,-1.8071,12.5379,0
3.6570,1.6256,1.3323,0.7660,2
3.8506,0.4437,0.5815,3.7208,1
4.4023,-3.9340,-1.7519,14.6650,0
4.2854,3.6948,1.4826,-4.4069,3
3.4624,-3.5904,-0.4859,13.8060,0
4.3660,-2.1919,-1.9990,10.3098,0
3.7582,5.2832,2.9124,-8.3781,3
3.5665,2.5354,1.1886,-1.5086,2
3.6921,1.7912,1.4958,0.3520,2
4.3870,-2.9204,-1.7466,12.1311,0
4.1165,-3.6679,-1.7333,13.9998,0
3.5828,2.5868,1.2720,-1.6369,2
3.4342,-2.2331,-0.6263,10.4128,0
4.4389,-2.4978,-1.8056,11.0744,0
